phrase,total_occurrences,bias_score,p_dem,p_rep,n_dem,n_rep
working,3578,0.05005409865672954,0.053596450256889305,0.05924460770462466,2295,1258
ensure,3572,-0.2161096903336557,0.0631247080803363,0.040689460299519635,2703,864
federal,3557,-0.045267412444731175,0.05681924334423167,0.051897899594989166,2433,1102
protect,3551,-0.13043255489556504,0.05969173283512377,0.045916925685221814,2556,975
new,3482,-0.12355435858845895,0.0585007006071929,0.04563435998869737,2505,969
funding,3365,-0.005756240787667581,0.05249883232134517,0.051897899594989166,2248,1102
safe,3320,-0.15961696978798862,0.056795889771134984,0.041160403127060374,2432,874
https www,3317,0.21019037029778584,0.0439514245679589,0.06734482433832532,1882,1430
bill,3310,-0.010022183178777228,0.05189163942083139,0.050861825374399545,2222,1080
health care,3241,-0.24315579411088825,0.05770667912190565,0.03513233493453895,2471,746
provide,3203,0.008835118822292693,0.04936945352638954,0.05024959969859659,2114,1067
congress,3198,0.03429835965511494,0.0484119570294255,0.05185080531223509,2073,1101
time,3193,0.008390427218054821,0.04908921064922933,0.049919939719318074,2102,1060
community,3166,-0.22264549326099106,0.056071929005137786,0.035650372044833754,2401,757
local,3064,-0.047305712919737376,0.049182624941616064,0.04473956861636997,2106,950
make,3019,-0.15859804814875644,0.05142456795889771,0.037345766223980406,2202,793
thank,3018,0.1841493696110927,0.04091546006539001,0.05938589055288688,1752,1261
information,2999,0.12537117464042566,0.04271368519383466,0.054959027974003954,1829,1167
social,2938,-0.09760869046577651,0.04857543204110229,0.03993595177545446,2080,848
senate,2892,0.09803701451491356,0.04177954226996731,0.050861825374399545,1789,1080
take,2782,-0.13994690454203673,0.04712751050910789,0.03555618347932561,2018,755
lives,2754,-0.3039277282492254,0.05037365716954694,0.02689083545257606,2157,571
join,2753,-0.2697707564605433,0.04995329285380663,0.02872751247998493,2139,610
fight,2746,0.04900724245037278,0.041242410088743575,0.04549307714043515,1766,966
country,2728,-0.0583168910579759,0.04371788883699206,0.03889987755486484,1872,826
public health,2672,-0.3981985205094933,0.05109761793554414,0.021993030046152398,2188,467
economic,2660,0.002703923512717231,0.041078935077066794,0.0413016859753226,1759,877
small businesses,2639,0.1411637882485523,0.037108827650630546,0.04930771404351512,1589,1047
emergency,2622,-0.18893059529536005,0.04556282111163008,0.031082226617688613,1951,660
home,2622,-0.164976361693521,0.04507239607659972,0.032306677969294526,1930,686
many,2594,-0.11588195460271938,0.04339093881363849,0.03437882641047377,1858,730
questions,2592,-0.18345702162906236,0.045049042503503035,0.031082226617688613,1929,660
american,2570,0.11108919954871405,0.03673517048108361,0.045916925685221814,1573,975
important,2567,0.07922402380582699,0.03780943484353106,0.04431572007158331,1619,941
http,2542,0.03366388965415234,0.03874357776739841,0.041442968823584815,1659,880
across,2521,-0.009687173530510886,0.03942083138720224,0.03866440614109447,1688,821
com,2520,0.03154915969592827,0.038510042036431574,0.04101912027879816,1649,871
access,2469,-0.21909605779070124,0.04367118169079869,0.02797400395591975,1870,594
president,2467,-0.17708711186380086,0.042573563755254555,0.02976358670057455,1823,632
like,2459,-0.1018145796540075,0.040728631480616534,0.03320146934162193,1744,705
hall,2455,-0.22371456158981112,0.04357776739841196,0.027644343976641235,1866,587
call,2444,-0.07447063996707742,0.0399112564222326,0.03437882641047377,1709,730
critical,2444,-0.05448830515918324,0.039444184960298924,0.035367806348309314,1689,751
live,2439,-0.12491968507644949,0.040985520784680055,0.03188282942450787,1755,677
house gov,2436,-0.16373649350581185,0.04194301728164409,0.030140340962607138,1796,640
town,2435,-0.26193193040401036,0.04404483886034563,0.025760572666478288,1886,547
distancing,2411,-0.1271692956821147,0.040565156468939746,0.03141188659696713,1737,667
stay,2389,-0.1580600783611319,0.04093881363848669,0.02976358670057455,1753,632
town hall,2316,-0.2808016419944274,0.042269967304997665,0.02373551850805312,1810,504
social distancing,2306,-0.10613068271477326,0.03834656702475479,0.030988038052180464,1642,658
one,2297,-0.06765676308047346,0.0373190098085007,0.032589243665818966,1598,692
joined,2283,-0.013092280868332641,0.035871088276506306,0.03494395780352265,1536,742
assistance,2273,-0.02893184626794409,0.03612797758056983,0.034096260713949327,1547,724
together,2258,0.20383431764381774,0.029962634283045304,0.04530470000941886,1283,962
please,2244,-0.03246307503975653,0.035730966837926204,0.03348403503814637,1530,711
coronavirus pandemic,2204,0.030985369135405966,0.033418963101354504,0.03555618347932561,1431,755
masks,2201,-0.03705146911375912,0.03484353106025222,0.0323537722520486,1492,687
first,2194,0.030009545093860057,0.033395609528257826,0.03546199491381746,1430,753
medical,2185,0.0979338627550029,0.03145726296123307,0.038287651879061885,1347,813
outbreak,2184,0.2092013365020825,0.02898178421298459,0.04431572007158331,1241,941
week,2104,0.03524006423203118,0.0319943951424568,0.03433173212771969,1370,729
package,2074,-0.15499593984716367,0.03540401681457263,0.025901855514740512,1516,550
covid19 pandemic,2059,-0.22462250408613235,0.036595049042503505,0.02317038711500424,1567,492
discuss,2048,0.25403348176078644,0.02596917328351238,0.04365640011302628,1112,927
administration,2036,-0.3474134840382594,0.03801961700140121,0.0184138645568428,1628,391
virus,2029,0.09212821428647233,0.029635684259691732,0.035650372044833754,1269,757
nation,2013,0.09500063930443677,0.02930873423633816,0.03546199491381746,1255,753
due,2004,0.03857891257774873,0.030429705744978983,0.032871809362343414,1303,698
legislation,1912,-0.061961856374090754,0.030709948622139188,0.027126306866346424,1315,576
economy,1875,0.19555783739622476,0.02512844465203176,0.037345766223980406,1076,793
million,1870,0.14313839646805981,0.025945819710415693,0.034614297824244133,1111,735
needs,1843,-0.21575208036024107,0.03241475945819711,0.020909861542808703,1388,444
news,1836,0.33167238474509364,0.02155534796823914,0.042949985871715175,923,912
visit,1833,0.15267166718133754,0.02554880896777207,0.03475558067250636,1094,738
cases,1828,-0.22590073554067458,0.03236805231200374,0.020438918715267967,1386,434
bipartisan,1819,0.036855437759631966,0.027603923400280242,0.029716492417820477,1182,631
efforts,1792,0.1968977215716269,0.023984119570294254,0.035744560610341904,1027,759
food,1783,-0.030830366642302952,0.028351237739374126,0.02665536403880569,1214,566
would,1781,-0.13919234400341324,0.030102755721625407,0.022746538570217575,1289,483
sure,1769,-0.11294863475265811,0.029425502101821578,0.02345295281152868,1260,498
combat,1739,0.2731149864569143,0.02167211583372256,0.03795799189978337,928,806
000,1724,-0.1709846284429936,0.029402148528724893,0.020815672977300557,1259,442
read,1715,0.29012097101103024,0.021041569360112096,0.03824055759630781,901,812
available,1700,-0.08532035221483567,0.027884166277440448,0.023500047094282755,1194,499
every,1697,-0.21099535289826246,0.029635684259691732,0.0193086559291702,1269,410
see,1696,0.10835406593198771,0.024474544605324614,0.030422906659131582,1048,646
colleagues,1696,-0.16077616467414366,0.02905184493227464,0.021004050108316852,1244,446
address,1695,-0.29530730608936784,0.030990191499299394,0.016859753225958368,1327,358
next,1679,-0.15486167660147276,0.028701541335824383,0.021004050108316852,1229,446
proud,1677,-0.12613190178769637,0.028281177020084074,0.021945935763398323,1211,466
business,1657,0.08618096243442751,0.024287716020551145,0.02886879532824715,1040,613
stop,1642,-0.11956149688495019,0.027487155534796824,0.021616275784119808,1177,459
day,1641,0.020549157364910045,0.025175151798225128,0.026231515494019027,1078,557
national,1630,-0.03288017067058311,0.025852405418028957,0.02420646133559386,1107,514
realdonaldtrump,1623,0.600864578600126,0.012657636618402615,0.0507676368088914,542,1078
last,1622,-0.0353522510689986,0.025829051844932276,0.024065178487331636,1106,511
right,1606,-0.10703300140764299,0.026389537599252687,0.021286615804841293,1130,452
passed,1601,-0.13219899245786035,0.02697337692666978,0.020674390129038336,1155,439
still,1592,-0.2692790608617865,0.028794955628211116,0.016577187529433927,1233,352
essential,1585,-0.3321342810710763,0.02949556282111163,0.014787604784779128,1263,314
know,1578,-0.08583095292252997,0.025899112564222327,0.021804652915136103,1109,463
great,1558,0.4515676000271195,0.01569360112097151,0.041537157389092964,672,882
may,1556,-0.07633509046676301,0.025408687529191967,0.021804652915136103,1088,463
learn,1551,0.13311849490421013,0.021905651564689398,0.02863332391447678,938,608
update,1541,0.10986202102130017,0.022209248014946288,0.02769143825939531,951,588
face,1532,-0.16768778470634924,0.02629612330686595,0.018743524536121315,1126,398
program,1514,0.3108409375060853,0.01809901914992994,0.03442592069322784,775,731
including,1513,-0.07863714716604261,0.02475478748248482,0.021145332956579072,1060,449
states,1510,-0.07171492076432336,0.02452125175151798,0.021239521522087218,1050,451
risk,1508,-0.23009179097478394,0.02678654834189631,0.016765564660450222,1147,356
back,1507,0.24734495223524114,0.01926669780476413,0.031929923707261935,825,678
america,1488,0.28751145525163646,0.01798225128444652,0.032495055100310824,770,690
global,1475,-0.0801111766292028,0.024054180289584306,0.02048601299802204,1030,435
hospitals,1473,0.08995139818573014,0.021508640822045774,0.025760572666478288,921,547
letter,1472,0.03742174681633082,0.022372723026623072,0.02411227277008571,958,512
fighting,1471,-0.21541911935827168,0.025899112564222327,0.016718470377696148,1109,355
services,1460,-0.0580584106704969,0.023540401681457265,0.020956955825562777,1008,445
government,1423,0.18421981755899558,0.019173283512377393,0.02783272110765753,821,591
latest,1404,0.30115888777430877,0.01704810836057917,0.031741546576245644,730,674
healthcare,1390,0.06468487895122722,0.020644558617468473,0.023500047094282755,884,499
impact,1381,0.007929349506595657,0.021415226529659038,0.02175755863238203,917,462
everyone,1381,-0.1664115767668403,0.023657169546940682,0.016906847508712443,1013,359
part,1377,0.03220121480001981,0.021018215787015414,0.02241687859093906,900,476
unemployment,1376,-0.4534553043295722,0.026926669780476413,0.010125270792125836,1153,215
safety,1376,-0.11972176516266632,0.023003269500233535,0.018084204577564284,985,384
also,1360,-0.02550141458947699,0.021508640822045774,0.020438918715267967,921,434
dr,1359,-0.026043647823410437,0.021531994395142456,0.020438918715267967,922,434
free,1359,-0.22555502084829165,0.0237739374124241,0.015023076198549496,1018,319
cares,1359,0.4204268810028875,0.014315740308267166,0.03508524065178487,613,745
watch,1354,0.08913358455601263,0.019850537132181222,0.02373551850805312,850,504
china,1354,0.8770344913983167,0.0036898645492760393,0.05632476217387209,158,1196
front,1352,0.05927481218054946,0.02020084072863148,0.022746538570217575,865,483
needed,1347,-0.08115481857613632,0.021999065857076134,0.01869643025336724,942,397
let,1344,-0.057017527247503086,0.02148528724894909,0.019167373080907976,920,407
way,1336,0.0360194849140968,0.02020084072863148,0.021710464349627954,865,461
county,1324,0.029419230880552445,0.02024754787482485,0.021474992935857588,867,456
tune,1324,0.13231801862612746,0.0187295656235404,0.024441932749364226,802,519
prevent,1324,-0.04426874479836569,0.02125175151798225,0.01944993877743242,910,413
receive,1322,0.05392025021302666,0.01982718355908454,0.022087218611660544,849,469
even,1313,-0.21630383997287583,0.02309668379262027,0.014881793350287276,989,316
telephone,1312,-0.10808901733505256,0.021882297991592713,0.01761326175002355,937,374
cdcgov,1307,0.14720960713498651,0.018309201307800095,0.02463030988038052,784,523
calling,1299,-0.39179995956573005,0.024894908921064923,0.010878779316191014,1066,231
put,1296,-0.1731280229769438,0.022115833722559552,0.01558820759159838,947,331
cdc,1290,-0.06804572416996135,0.02099486221391873,0.01831967599133465,899,389
family,1289,-0.12956231662364706,0.021695469406819243,0.016718470377696148,929,355
19 pandemic,1271,-0.013084419331397451,0.02001401214385801,0.01949703306018649,857,414
covid 19 pandemic,1269,-0.015505235609836753,0.02001401214385801,0.019402844494678346,857,412
especially,1262,-0.17477624259283628,0.02178888369920598,0.015305641895073939,933,325
want,1260,-0.13557357314602214,0.021158337225595517,0.01610624470189319,906,342
healthy,1251,0.0344619612868886,0.01903316207379729,0.020391824432513892,815,433
ly,1244,0.35117144756700425,0.01429238673517048,0.02976358670057455,612,632
make sure,1238,-0.2549140801514234,0.022209248014946288,0.013186399171140624,951,280
hard,1224,0.026699445671180537,0.01870621205044372,0.01973250447395686,801,419
officials,1218,0.05214117400776167,0.01828584773470341,0.020297635867005746,783,431
pass,1215,-0.3356656271464407,0.022629612330686596,0.011255533578223604,969,239
impacted,1208,0.18665625914380712,0.016300794021485286,0.023782612790807196,698,505
website,1207,0.12854001183202982,0.017164876226062588,0.022228501459922764,735,472
spread coronavirus,1203,0.21140538964081804,0.015880429705744978,0.024394838466610152,680,518
cares act,1201,0.4199820846424544,0.012657636618402615,0.030988038052180464,542,658
telephone town,1201,-0.145568988796928,0.020457730032695003,0.015258547612319864,876,324
bit,1198,0.3406944319557521,0.01391872956562354,0.028303663935198266,596,601
additional,1196,0.14826395424214178,0.016697804764128913,0.02251106715644721,715,478
coronavirus response,1178,-0.034738482522482766,0.0187295656235404,0.017471978901761324,802,371
telephone town hall,1176,-0.15883286071311314,0.020177487155534798,0.014646321936516906,864,311
info,1174,-0.015809799552872816,0.01851938346567025,0.017942921729302064,793,381
students,1171,-0.20704967471482416,0.02057449789817842,0.01351605915041914,881,287
tomorrow,1167,-0.1768922395854858,0.02020084072863148,0.014128284826222097,865,300
bit ly,1167,0.3392736847372939,0.013591779542269967,0.02755015541113309,582,585
go,1164,-0.057681538220900684,0.01865950490425035,0.016624281812188002,799,353
billion,1158,-0.20617106561546944,0.020107426436244746,0.013233493453894697,861,281
benefits,1148,-0.4230437671863912,0.022185894441849603,0.008995008006028067,950,191
good,1128,0.2316322639368402,0.014572629612330686,0.023358764246020534,624,496
lines,1123,0.07216974670847683,0.01662774404483886,0.01921446736366205,712,408
millions,1117,-0.3832333639019998,0.021018215787015414,0.009371762268060657,900,199
leadership,1116,-0.08288934364008888,0.018239140588510044,0.015446924743336159,781,328
action,1115,-0.12049492081130966,0.01865950490425035,0.014646321936516906,799,311
yesterday,1111,0.16982729678725736,0.0152732368052312,0.021522087218611662,654,457
sick,1110,-0.24296986219218336,0.019640354974311068,0.011961947819534708,841,254
save,1110,-0.2896367232378696,0.020177487155534798,0.011114250729961382,864,236
helping,1109,0.21453341544623006,0.014619336758524054,0.022605255721955354,626,480
find,1108,0.06457619378484727,0.01651097617935544,0.01879061881887539,707,399
contact,1107,-0.1995160999877842,0.019406819243344232,0.012950927757370256,831,275
vulnerable,1104,-0.30952599185940327,0.020364315740308267,0.010737496467928794,872,228
respond,1102,-0.08386947751027303,0.01805231200373657,0.015258547612319864,773,324
patients,1097,0.14353375486433284,0.015343297524521252,0.02048601299802204,657,435
plan,1084,-0.24970825528215668,0.0194535263895376,0.011679382123010267,833,248
world,1078,0.4158964680659794,0.011326482951891639,0.02745596684562494,485,583
2020,1076,0.14424306480423768,0.015109761793554414,0.020203447301497597,647,429
facebook,1074,-0.6044400829690941,0.02234936945352639,0.005510031082226617,957,117
funds,1074,0.016713736868541797,0.01648762260625876,0.017048130356974663,706,362
office,1071,0.02159593592209622,0.016417561886968707,0.01714231892248281,703,364
taking,1065,0.06375089045640138,0.01583372255955161,0.017990016012056135,678,382
use,1058,-0.07709835254380575,0.017258290518449324,0.014787604784779128,739,314
going,1048,-0.12008783995773241,0.017445119103222793,0.013704436281435434,747,291
check,1043,0.0835095210560391,0.015296590378327883,0.018084204577564284,655,384
full,1040,0.1727311897307041,0.014152265296590378,0.020062164453235377,606,426
experts,1038,-0.4871539432067064,0.020621205044371788,0.0071112366958651215,883,151
much,1037,-0.09894518451451013,0.0170014012143858,0.013939907695205802,728,296
answer,1036,-0.21977017197037632,0.018332554880896777,0.01172647640576434,785,249
another,1032,0.040092463458918745,0.015646893974778142,0.016953941791466517,670,360
urging,1031,-0.17930311243919358,0.017865483418963102,0.012432890647075446,765,264
front lines,1031,0.07949363846811033,0.015179822512844466,0.017801638881039843,650,378
listen,1029,0.25770849921759426,0.013007940214852872,0.02204012432890647,557,468
spread covid19,1028,-0.1300911735823229,0.017375058383932742,0.013374776302156919,744,284
others,1019,-0.03851234372510093,0.016277440448388605,0.015070170481303569,697,320
supplies,1012,-0.13546756895132447,0.01707146193367585,0.012998022040124329,731,276
updates,1004,0.11150385480299509,0.014455861746847268,0.018084204577564284,619,384
jobs,1004,0.07727458814865304,0.014642690331620738,0.017095224639728738,627,363
small business,1003,0.024199537064704547,0.01539000467071462,0.016153338984647263,659,343
aid,996,0.01995105905250262,0.015249883232134517,0.015870773288122822,653,337
providers,993,0.07215426572301305,0.014712751050910789,0.01700103607422059,630,361
senate gov,981,0.4229199891785454,0.010275572162540868,0.025336724121691627,440,538
continues,979,0.03608590246018633,0.014852872489490892,0.015964961853630968,636,339
residents,976,-0.3353832009717383,0.018262494161606725,0.009089196571536215,782,193
ppe,973,-0.16401264741807908,0.016721158337225595,0.012009042102288783,716,255
steps,965,0.1034823310657391,0.013965436711816909,0.017189413205236884,598,365
leave,964,-0.4835535834694416,0.018939747781410554,0.006593199585570312,811,140
thanks,963,0.3379189924628289,0.011209715086408221,0.02265235000470943,480,481
coronavirus outbreak,957,0.2054215889261221,0.012727697337692667,0.0193086559291702,545,410
hosting,956,-0.10233530038701996,0.015903783278841663,0.012950927757370256,681,275
lost,955,-0.41067957849322484,0.018262494161606725,0.007629273806159932,782,162
hearing,954,0.09055241737528913,0.013942083138720224,0.016718470377696148,597,355
made,948,0.030252196316804286,0.014362447454460532,0.015258547612319864,615,324
stay home,939,-0.31015611979135305,0.017351704810836057,0.00913629085429029,743,194
security,934,-0.07128852752404942,0.01515646893974778,0.01313930488838655,649,279
joining,929,0.11969507328718236,0.013218122372723027,0.016812658943204294,566,357
could,928,-0.034561452830801996,0.014736104624007472,0.013751530564189507,631,292
care workers,927,-0.23821609969726715,0.016534329752452125,0.010172365074879909,708,216
covid19 crisis,926,-0.4487136134248001,0.018192433442316674,0.006922859564848827,779,147
financial,924,-0.1085396823101285,0.015343297524521252,0.012338702081567298,657,262
coronavirus relief,924,0.2286511602661786,0.01200373657169547,0.019120278798153905,514,406
expand,923,-0.24126682841307304,0.01648762260625876,0.010078176509371763,706,214
gov coronavirus,917,0.08371751754585569,0.013498365249883232,0.015964961853630968,578,339
facing,913,-0.15257684838458524,0.015436711816907986,0.011349722143731752,661,241
https bit ly,912,0.3696337242481011,0.010252218589444185,0.02227559574267684,439,473
https bit,912,0.3696337242481011,0.010252218589444185,0.02227559574267684,439,473
making,910,-0.00920664739703651,0.014198972442783746,0.013939907695205802,608,296
safely,909,0.015658572502505234,0.014012143858010275,0.014457944805500613,600,307
health care workers,903,-0.23059733466821788,0.016043904717421766,0.010031082226617688,687,213
without,895,-0.33725641726299255,0.016534329752452125,0.008194405199208816,708,174
vote,888,-0.2399498990185857,0.015903783278841663,0.009748516530093246,681,207
service,887,-0.10899787939933446,0.014712751050910789,0.011820664971272488,630,251
heroes,886,-0.09802679576850484,0.014619336758524054,0.012009042102288783,626,255
across country,886,-0.20696205102854923,0.015553479682391406,0.010219459357633983,666,217
members,881,0.022737967048793564,0.0135450723960766,0.01417537910897617,580,301
mask,878,-0.5039413552113536,0.01756188696870621,0.00579259677875106,752,123
open,870,0.1553459670277351,0.012050443717888836,0.016482998963925778,516,350
best,870,0.05924517937582655,0.013007940214852872,0.014646321936516906,557,311
relief package,870,-0.12590423962218697,0.014619336758524054,0.011349722143731752,626,241
leaders,867,-0.1014174175261749,0.014315740308267166,0.011679382123010267,613,248
around,864,0.19649745826118983,0.011606725829051845,0.017283601770745033,497,367
getting,863,-0.02767856047750714,0.013638486688463335,0.012903833474616181,584,274
able,852,0.029495932442965573,0.013007940214852872,0.013798624846943582,557,293
loans,850,0.114237507733368,0.012167211583372256,0.015305641895073939,521,325
save lives,841,-0.42932190037904794,0.016277440448388605,0.0064990110200621645,697,138
trump administration,840,-0.591714888152897,0.017258290518449324,0.0044268625788829235,739,94
slow,840,-0.018417352333358873,0.01324147594581971,0.012762550626353961,567,271
give,838,-0.011370344137422057,0.013007940214852872,0.012715456343599886,557,270
vital,837,-0.12093519778518136,0.013872022419430172,0.010878779316191014,594,231
global pandemic,828,-0.2725255756373677,0.014992993928070995,0.008571159461241405,642,182
hands,826,-0.07052139365073581,0.013451658103689864,0.011679382123010267,576,248
pay,825,-0.31673932005675953,0.01515646893974778,0.0078647452199303,649,167
online,822,-0.11379889019685781,0.01373190098085007,0.010925873598945089,588,232
long,820,-0.2238059249880781,0.014479215319943952,0.009183385137044362,620,195
frontlines,820,-0.2118249838895102,0.0144091546006539,0.009371762268060657,617,199
president trump,818,-0.3676874802482486,0.015483418963101354,0.007158330978619195,663,152
tonight,818,0.008709979244923081,0.012680990191499299,0.012903833474616181,543,274
employees,818,0.21046023884855042,0.010812704343764596,0.016577187529433927,463,352
morning,817,0.38283820922128964,0.009037832788416628,0.02025054158425167,387,430
well,817,0.06717277234790847,0.012143858010275572,0.013892813412451728,520,295
follow,814,-0.03887035842979624,0.013031293787949556,0.012056136385042856,558,256
ever,813,-0.1438204955436134,0.013778608127043438,0.010313647923142131,590,219
programs,812,-0.27221933517583125,0.014736104624007472,0.008429876612979184,631,179
providing,812,0.14942759904075723,0.011256422232601588,0.015211453329565791,482,323
introduced,809,-0.05761588099907222,0.01305464736104624,0.011632287840256193,559,247
talk,808,0.18683833551228204,0.01090611863615133,0.015917867570876897,467,338
professionals,807,0.20847688821760885,0.010672582905184493,0.016294621832909483,457,346
challenges,807,0.026596635954461826,0.012190565156468939,0.012856739191862109,522,273
virtual,804,-0.38890771892894727,0.015413358243811303,0.006781576716586606,660,144
american people,801,0.13087029242086212,0.011256422232601588,0.014646321936516906,482,311
press,799,-0.10920511448199006,0.013311536665109761,0.01069040218517472,570,227
hear,795,-0.14506744778075312,0.013498365249883232,0.010078176509371763,578,214
10,794,0.17097526214313088,0.01083605791686128,0.015305641895073939,464,325
better,788,-0.06920753124190865,0.012821111630079401,0.011161345012715457,549,237
hit,787,-0.26966361521744886,0.014245679588977114,0.008194405199208816,610,174
caresact,784,0.09500063930443677,0.011443250817375059,0.013845719129697655,490,294
equipment,781,-0.12954747959108065,0.013078000934142924,0.010078176509371763,560,214
order,779,-0.0835524345752414,0.01275105091078935,0.010784590750682867,546,229
insurance,773,-0.5537375998149962,0.015576833255488089,0.004473956861636997,667,95
already,770,-0.11519556564615573,0.012821111630079401,0.010172365074879909,549,216
center,769,-0.11244156915237277,0.01286781877627277,0.010266553640388056,551,218
pm,769,-0.2720078029594722,0.013988790284913592,0.008006028068192521,599,170
glad,768,0.011939307603696752,0.011863615133115367,0.012150324950551003,508,258
related,766,0.15908573626900638,0.010625875758991125,0.014646321936516906,455,311
heroesact,766,-0.9429159730928715,0.017631947687996263,0.0005180371102948102,755,11
wear,765,-0.5714963274522791,0.015716954694068194,0.004285579730620702,673,91
struggling,762,-0.2606735160854717,0.01373190098085007,0.008053122350946596,588,171
paid,760,-0.43907080031162127,0.014619336758524054,0.005698408213242912,626,121
frontline,758,-0.4566939920383018,0.01489957963568426,0.005557125364980691,638,118
test,757,-0.023988040452386148,0.011957029425502102,0.011396816426485825,512,242
announced,756,0.345189894960145,0.00873423633815974,0.017942921729302064,374,381
protection,754,0.16311100317005825,0.010368986454927604,0.014410850522746538,444,306
rural,754,0.3155490461335141,0.008967772069126577,0.01723650748799096,384,366
times,753,0.11176982227780399,0.01083605791686128,0.013563153433173212,464,288
responders,753,-0.006884131286294532,0.011793554413825316,0.011632287840256193,505,247
system,753,-0.24503282474892996,0.01335824381130313,0.008100216633700669,572,172
children,748,-0.2011989125326069,0.013101354507239607,0.008712442309503627,561,185
forward,747,0.21255036965582808,0.009878561419897245,0.015211453329565791,423,323
staff,747,-0.13609905298327035,0.012634283045305932,0.009607233681831025,541,204
doctors,747,0.15072817159207288,0.010392340028024288,0.014081190543468023,445,299
disaster,739,0.03936819276848993,0.011186361513311536,0.01210323066779693,479,257
come,736,0.06517182962995573,0.010952825782344699,0.012479984929829518,469,265
30,735,-0.0472994238798509,0.011700140121438581,0.010643307902420646,501,226
admin,733,-0.6127185224223006,0.015296590378327883,0.003673354054817745,655,78
future,733,1.1966436846763907e-05,0.01139654367118169,0.011396816426485825,488,242
apply,733,0.10398540627290996,0.010625875758991125,0.013092210605632476,455,278
seniors,731,-0.03237403421265091,0.011606725829051845,0.010878779316191014,497,231
recovery,730,0.08117844581525324,0.010765997197571228,0.012668362060845813,461,269
cannot,728,-0.2917094296220693,0.01305464736104624,0.007158330978619195,559,152
guidance,728,-0.010366181098883194,0.011443250817375059,0.01120843929546953,490,238
loved,728,-0.2408087361685043,0.013007940214852872,0.007958933785438448,557,169
covid_19,726,0.24840551714471956,0.009271368519383465,0.015399830460582086,397,327
vaccine,722,0.17600225259847432,0.00966837926202709,0.013798624846943582,414,293
necessary,721,0.06425395493773708,0.010765997197571228,0.01224451351605915,461,260
affected,721,0.14972596527664037,0.010065390004670714,0.013610247715927287,431,289
step,720,-0.1002638134880256,0.011863615133115367,0.009701422247339173,508,206
tests,717,-0.03519839192420862,0.011419897244278375,0.010643307902420646,489,226
increase,715,-0.0881973901076929,0.011746847267631947,0.009842705095601393,503,209
treatment,714,-0.31704723676865415,0.013078000934142924,0.006781576716586606,560,144
life,712,-0.10361116685459038,0.011770200840728632,0.009560139399076953,504,203
school,709,-0.047831114349456166,0.011349836524988324,0.010313647923142131,486,219
farmers,709,0.5429865773234673,0.006165343297524521,0.020815672977300557,264,442
congressional,708,-0.005437315364789586,0.011092947220924802,0.010972967881699162,475,233
individuals,708,0.07049791731922701,0.010509107893507707,0.01210323066779693,450,257
answer questions,708,-0.3030480923386274,0.013031293787949556,0.006969953847602901,558,148
covid19 relief,703,-0.2208483243767501,0.012470808033629145,0.007958933785438448,534,169
keeping,701,0.06293544276565108,0.010462400747314339,0.01186775925402656,448,252
payments,701,-0.1355905905948225,0.011816907986921999,0.008995008006028067,506,191
possible,701,-0.04828499685149501,0.011256422232601588,0.010219459357633983,482,217
reopen,698,0.010578523799409196,0.010789350770667913,0.011020062164453235,462,234
el,697,-0.14981408613407457,0.011910322279308735,0.008806630875011774,510,187
coronavirus crisis,697,0.024489550139436343,0.010672582905184493,0.01120843929546953,457,238
first responders,696,0.011661813761733818,0.010765997197571228,0.011020062164453235,461,234
job,696,-0.03552619778637501,0.01102288650163475,0.010266553640388056,472,218
schools,694,-0.06565915542744677,0.011279775805698273,0.009889799378355468,483,210
org,692,-0.07384756780681637,0.011303129378794956,0.009748516530093246,484,207
year,691,-0.006910649830521014,0.010695936478281176,0.010549119336912499,458,224
throughout,691,0.18311157953995671,0.0093647828117702,0.013563153433173212,401,288
health crisis,690,-0.40100871698780965,0.013218122372723027,0.005651313930488839,566,120
done,689,0.09922565229224801,0.009995329285380663,0.012197419233305076,428,259
media,688,0.17684055096469736,0.009388136384866885,0.013421870584910992,402,285
slow spread,687,0.06934916127914148,0.010205511443250817,0.01172647640576434,437,249
supply,685,0.38651526859683577,0.007543204110228865,0.017048130356974663,323,362
days,683,-0.019286042146234587,0.010719290051377861,0.010313647923142131,459,219
nurses,681,0.04148343307218397,0.010228865016347502,0.011114250729961382,438,236
sign,680,-0.22649198385464092,0.012097150864082204,0.007629273806159932,518,162
number,679,0.12015056699757128,0.009691732835123774,0.012338702081567298,415,262
spoke,677,0.2220343199168516,0.008874357776739842,0.013939907695205802,380,296
allow,676,0.09814314949652082,0.009785147127510508,0.011914853536780635,419,253
veterans,674,0.016335026537976888,0.010392340028024288,0.010737496467928794,445,228
line,674,-0.22593068920662984,0.011933675852405418,0.0075350852406517845,511,160
folks,674,0.2800566169374229,0.008290518449322746,0.014740510502025054,355,313
state local,674,0.02084816172860844,0.010298925735637553,0.010737496467928794,441,228
practice,674,-0.19222346335789098,0.011746847267631947,0.007958933785438448,503,169
guidelines,673,0.2597143030435594,0.008524054180289585,0.014505039088254686,365,308
clear,671,-0.21051696916952523,0.011770200840728632,0.007676368088914006,504,163
100,669,-0.23232943115274354,0.011793554413825316,0.00734670810963549,505,156
stop spread,668,-0.13746252454830243,0.011303129378794956,0.008571159461241405,484,182
stimulus,668,-0.13375807162492412,0.011279775805698273,0.00861825374399548,483,183
